"행정구역(시)별","산업별",2013,2013,2013,2013,2013
"행정구역(시)별","산업별",사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남성종사자수 (명),여성종사자수 (명)
"합계","합계",51727,22478,226734,117983,108751
"합계","농업, 임업 및 어업",395,-,3942,-,-
"합계","광업",18,-,229,-,-
"합계","제조업",2053,-,9469,-,-
"합계","전기, 가스, 증기 및 수도사업",33,-,1104,-,-
"합계","하수폐기물 처리, 원료재생 및 환경복원업",64,-,691,-,-
"합계","건설업",1767,-,16065,-,-
"합계","도매 및 소매업",13551,-,39631,-,-
"합계","운수업",5810,-,12582,-,-
"합계","숙박 및 음식점업",12670,-,40442,-,-
"합계","출판, 영상,방송통신 및 정보서비스업",283,-,3971,-,-
"합계","금융 및 보험업",653,-,9572,-,-
"합계","부동산 및 임대업",1213,-,3760,-,-
"합계","전문, 과학 및 기술서비스업",865,-,5110,-,-
"합계","사업 시설관리 및 사업 지원 서비스",1083,-,9410,-,-
"합계","공공행정, 국방 및 사회보장행정",214,-,10504,-,-
"합계","교육 서비스업",2519,-,18395,-,-
"합계","보건업 및 사회복지 서비스업",1700,-,18796,-,-
"합계","예술, 스포츠 및 여가 관련 서비스업",1504,-,11009,-,-
"합계","협회 및 단체, 수리 및 기타개인서비스업",5332,-,12052,-,-
"합계","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"합계","국제 및 외국기관",-,-,-,-,-
"제주시","합계",38220,16328,171926,89958,81968
"제주시","농업, 임업 및 어업",163,-,1142,-,-
"제주시","광업",10,-,164,-,-
"제주시","제조업",1585,-,7279,-,-
"제주시","전기, 가스, 증기 및 수도사업",25,-,829,-,-
"제주시","하수폐기물 처리, 원료재생 및 환경복원업",42,-,490,-,-
"제주시","건설업",1406,-,13738,-,-
"제주시","도매 및 소매업",9736,-,29464,-,-
"제주시","운수업",4588,-,10377,-,-
"제주시","숙박 및 음식점업",8862,-,28004,-,-
"제주시","출판, 영상,방송통신 및 정보서비스업",248,-,3722,-,-
"제주시","금융 및 보험업",485,-,7593,-,-
"제주시","부동산 및 임대업",974,-,3205,-,-
"제주시","전문, 과학 및 기술서비스업",757,-,4379,-,-
"제주시","사업 시설관리 및 사업 지원 서비스",882,-,8395,-,-
"제주시","공공행정, 국방 및 사회보장행정",136,-,7846,-,-
"제주시","교육 서비스업",1978,-,14188,-,-
"제주시","보건업 및 사회복지 서비스업",1301,-,14754,-,-
"제주시","예술, 스포츠 및 여가 관련 서비스업",1072,-,6999,-,-
"제주시","협회 및 단체, 수리 및 기타개인서비스업",3970,-,9358,-,-
"제주시","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"제주시","국제 및 외국기관",-,-,-,-,-
"서귀포시","합계",13507,6150,54808,28025,26783
"서귀포시","농업, 임업 및 어업",232,-,2800,-,-
"서귀포시","광업",8,-,65,-,-
"서귀포시","제조업",468,-,2190,-,-
"서귀포시","전기, 가스, 증기 및 수도사업",8,-,275,-,-
"서귀포시","하수폐기물 처리, 원료재생 및 환경복원업",22,-,201,-,-
"서귀포시","건설업",361,-,2327,-,-
"서귀포시","도매 및 소매업",3815,-,10167,-,-
"서귀포시","운수업",1222,-,2205,-,-
"서귀포시","숙박 및 음식점업",3808,-,12438,-,-
"서귀포시","출판, 영상,방송통신 및 정보서비스업",35,-,249,-,-
"서귀포시","금융 및 보험업",168,-,1979,-,-
"서귀포시","부동산 및 임대업",239,-,555,-,-
"서귀포시","전문, 과학 및 기술서비스업",108,-,731,-,-
"서귀포시","사업 시설관리 및 사업 지원 서비스",201,-,1015,-,-
"서귀포시","공공행정, 국방 및 사회보장행정",78,-,2658,-,-
"서귀포시","교육 서비스업",541,-,4207,-,-
"서귀포시","보건업 및 사회복지 서비스업",399,-,4042,-,-
"서귀포시","예술, 스포츠 및 여가 관련 서비스업",432,-,4010,-,-
"서귀포시","협회 및 단체, 수리 및 기타개인서비스업",1362,-,2694,-,-
"서귀포시","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"서귀포시","국제 및 외국기관",-,-,-,-,-
