"행정구역(시)별","산업별",2011,2011,2011,2011,2011
"행정구역(시)별","산업별",사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남성종사자수 (명),여성종사자수 (명)
"합계","합계",47144,20241,203757,107534,96223
"합계","농업, 임업 및 어업",387,-,3748,-,-
"합계","광업",22,-,335,-,-
"합계","제조업",1880,-,8434,-,-
"합계","전기, 가스, 증기 및 수도사업",29,-,931,-,-
"합계","하수폐기물 처리, 원료재생 및 환경복원업",71,-,659,-,-
"합계","건설업",1393,-,14117,-,-
"합계","도매 및 소매업",12353,-,35176,-,-
"합계","운수업",5773,-,13412,-,-
"합계","숙박 및 음식점업",11161,-,34693,-,-
"합계","출판, 영상,방송통신 및 정보서비스업",247,-,3902,-,-
"합계","금융 및 보험업",632,-,9448,-,-
"합계","부동산 및 임대업",962,-,3062,-,-
"합계","전문, 과학 및 기술서비스업",698,-,4384,-,-
"합계","사업 시설관리 및 사업 지원 서비스",939,-,6427,-,-
"합계","공공행정, 국방 및 사회보장행정",206,-,10411,-,-
"합계","교육 서비스업",2373,-,18070,-,-
"합계","보건업 및 사회복지 서비스업",1524,-,15731,-,-
"합계","예술, 스포츠 및 여가 관련 서비스업",1448,-,9614,-,-
"합계","협회 및 단체, 수리 및 기타개인서비스업",5046,-,11203,-,-
"합계","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"합계","국제 및 외국기관",-,-,-,-,-
"제주시","합계",34850,14807,154733,82243,72490
"제주시","농업, 임업 및 어업",166,-,1344,-,-
"제주시","광업",13,-,192,-,-
"제주시","제조업",1432,-,6453,-,-
"제주시","전기, 가스, 증기 및 수도사업",20,-,636,-,-
"제주시","하수폐기물 처리, 원료재생 및 환경복원업",45,-,476,-,-
"제주시","건설업",1120,-,12023,-,-
"제주시","도매 및 소매업",8847,-,26147,-,-
"제주시","운수업",4538,-,11210,-,-
"제주시","숙박 및 음식점업",7932,-,24312,-,-
"제주시","출판, 영상,방송통신 및 정보서비스업",213,-,3567,-,-
"제주시","금융 및 보험업",463,-,7513,-,-
"제주시","부동산 및 임대업",761,-,2459,-,-
"제주시","전문, 과학 및 기술서비스업",616,-,3741,-,-
"제주시","사업 시설관리 및 사업 지원 서비스",775,-,5510,-,-
"제주시","공공행정, 국방 및 사회보장행정",136,-,7860,-,-
"제주시","교육 서비스업",1858,-,14152,-,-
"제주시","보건업 및 사회복지 서비스업",1142,-,12223,-,-
"제주시","예술, 스포츠 및 여가 관련 서비스업",1052,-,6380,-,-
"제주시","협회 및 단체, 수리 및 기타개인서비스업",3721,-,8535,-,-
"제주시","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"제주시","국제 및 외국기관",-,-,-,-,-
"서귀포시","합계",12294,5434,49024,25291,23733
"서귀포시","농업, 임업 및 어업",221,-,2404,-,-
"서귀포시","광업",9,-,143,-,-
"서귀포시","제조업",448,-,1981,-,-
"서귀포시","전기, 가스, 증기 및 수도사업",9,-,295,-,-
"서귀포시","하수폐기물 처리, 원료재생 및 환경복원업",26,-,183,-,-
"서귀포시","건설업",273,-,2094,-,-
"서귀포시","도매 및 소매업",3506,-,9029,-,-
"서귀포시","운수업",1235,-,2202,-,-
"서귀포시","숙박 및 음식점업",3229,-,10381,-,-
"서귀포시","출판, 영상,방송통신 및 정보서비스업",34,-,335,-,-
"서귀포시","금융 및 보험업",169,-,1935,-,-
"서귀포시","부동산 및 임대업",201,-,603,-,-
"서귀포시","전문, 과학 및 기술서비스업",82,-,643,-,-
"서귀포시","사업 시설관리 및 사업 지원 서비스",164,-,917,-,-
"서귀포시","공공행정, 국방 및 사회보장행정",70,-,2551,-,-
"서귀포시","교육 서비스업",515,-,3918,-,-
"서귀포시","보건업 및 사회복지 서비스업",382,-,3508,-,-
"서귀포시","예술, 스포츠 및 여가 관련 서비스업",396,-,3234,-,-
"서귀포시","협회 및 단체, 수리 및 기타개인서비스업",1325,-,2668,-,-
"서귀포시","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"서귀포시","국제 및 외국기관",-,-,-,-,-
