시군구,2018
합계,234161
종로구,5512
중구,6204
용산구,7544
성동구,7980
동대문구,6720
성북구,6696
도봉구,4176
은평구,6015
서대문구,5384
마포구,11479
강서구,11609
구로구,8158
영등포구,12166
동작구,7719
관악구,7968
강남구,22645
강동구,7507
송파구,13474
서초구,17931
양천구,9289
중랑구,6152
노원구,7886
광진구,6939
강북구,4373
금천구,6072
제주시,12586
서귀포시,3977
