"행정구역(시)별","산업별",2012,2012,2012,2012,2012
"행정구역(시)별","산업별",사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남성종사자수 (명),여성종사자수 (명)
"합계","합계",49252,21298,211468,111575,99893
"합계","농업, 임업 및 어업",375,-,3097,-,-
"합계","광업",19,-,273,-,-
"합계","제조업",1971,-,9190,-,-
"합계","전기, 가스, 증기 및 수도사업",28,-,925,-,-
"합계","하수폐기물 처리, 원료재생 및 환경복원업",66,-,693,-,-
"합계","건설업",1516,-,14829,-,-
"합계","도매 및 소매업",12917,-,37118,-,-
"합계","운수업",5826,-,13388,-,-
"합계","숙박 및 음식점업",11778,-,37332,-,-
"합계","출판, 영상,방송통신 및 정보서비스업",263,-,3891,-,-
"합계","금융 및 보험업",647,-,8975,-,-
"합계","부동산 및 임대업",1068,-,3281,-,-
"합계","전문, 과학 및 기술서비스업",760,-,4443,-,-
"합계","사업 시설관리 및 사업 지원 서비스",1045,-,7608,-,-
"합계","공공행정, 국방 및 사회보장행정",209,-,10077,-,-
"합계","교육 서비스업",2469,-,18039,-,-
"합계","보건업 및 사회복지 서비스업",1596,-,16785,-,-
"합계","예술, 스포츠 및 여가 관련 서비스업",1489,-,10062,-,-
"합계","협회 및 단체, 수리 및 기타개인서비스업",5210,-,11462,-,-
"합계","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"합계","국제 및 외국기관",-,-,-,-,-
"제주시","합계",36382,15520,159332,84397,74935
"제주시","농업, 임업 및 어업",152,-,959,-,-
"제주시","광업",11,-,157,-,-
"제주시","제조업",1509,-,6965,-,-
"제주시","전기, 가스, 증기 및 수도사업",19,-,687,-,-
"제주시","하수폐기물 처리, 원료재생 및 환경복원업",44,-,512,-,-
"제주시","건설업",1213,-,12077,-,-
"제주시","도매 및 소매업",9255,-,27531,-,-
"제주시","운수업",4598,-,11027,-,-
"제주시","숙박 및 음식점업",8310,-,26132,-,-
"제주시","출판, 영상,방송통신 및 정보서비스업",227,-,3574,-,-
"제주시","금융 및 보험업",479,-,7060,-,-
"제주시","부동산 및 임대업",854,-,2824,-,-
"제주시","전문, 과학 및 기술서비스업",675,-,3910,-,-
"제주시","사업 시설관리 및 사업 지원 서비스",846,-,5959,-,-
"제주시","공공행정, 국방 및 사회보장행정",132,-,7444,-,-
"제주시","교육 서비스업",1937,-,14001,-,-
"제주시","보건업 및 사회복지 서비스업",1210,-,13175,-,-
"제주시","예술, 스포츠 및 여가 관련 서비스업",1061,-,6567,-,-
"제주시","협회 및 단체, 수리 및 기타개인서비스업",3850,-,8771,-,-
"제주시","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"제주시","국제 및 외국기관",-,-,-,-,-
"서귀포시","합계",12870,5778,52136,27178,24958
"서귀포시","농업, 임업 및 어업",223,-,2138,-,-
"서귀포시","광업",8,-,116,-,-
"서귀포시","제조업",462,-,2225,-,-
"서귀포시","전기, 가스, 증기 및 수도사업",9,-,238,-,-
"서귀포시","하수폐기물 처리, 원료재생 및 환경복원업",22,-,181,-,-
"서귀포시","건설업",303,-,2752,-,-
"서귀포시","도매 및 소매업",3662,-,9587,-,-
"서귀포시","운수업",1228,-,2361,-,-
"서귀포시","숙박 및 음식점업",3468,-,11200,-,-
"서귀포시","출판, 영상,방송통신 및 정보서비스업",36,-,317,-,-
"서귀포시","금융 및 보험업",168,-,1915,-,-
"서귀포시","부동산 및 임대업",214,-,457,-,-
"서귀포시","전문, 과학 및 기술서비스업",85,-,533,-,-
"서귀포시","사업 시설관리 및 사업 지원 서비스",199,-,1649,-,-
"서귀포시","공공행정, 국방 및 사회보장행정",77,-,2633,-,-
"서귀포시","교육 서비스업",532,-,4038,-,-
"서귀포시","보건업 및 사회복지 서비스업",386,-,3610,-,-
"서귀포시","예술, 스포츠 및 여가 관련 서비스업",428,-,3495,-,-
"서귀포시","협회 및 단체, 수리 및 기타개인서비스업",1360,-,2691,-,-
"서귀포시","가구 내 고용활동 및 달리 분류되지 않은 자가소비 생산활동",-,-,-,-,-
"서귀포시","국제 및 외국기관",-,-,-,-,-
