"행정구역(시)별","산업별",2016,2016,2016,2016,2016
"행정구역(시)별","산업별",사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남성종사자수 (명),여성종사자수 (명)
"합계","합계",57791,24757,258188,137729,121647
"합계","농업, 임업 및 어업",386,-,3066,-,-
"합계","광업",15,-,210,-,-
"합계","제조업",2208,-,11071,-,-
"합계","전기, 가스, 증기 및 수도사업",35,-,1138,-,-
"합계","하수폐기물 처리, 원료재생 및 환경복원업",100,-,953,-,-
"합계","건설업",2544,-,22378,-,-
"합계","도매 및 소매업",14114,-,41727,-,-
"합계","운수업",5761,-,14267,-,-
"합계","숙박 및 음식점업",15571,-,50701,-,-
"합계","출판, 영상,방송통신 및 정보서비스업",340,-,4632,-,-
"합계","금융 및 보험업",664,-,8633,-,-
"합계","부동산 및 임대업",2125,-,6049,-,-
"합계","전문, 과학 및 기술서비스업",1087,-,6676,-,-
"합계","사업 시설관리 및 사업 지원 서비스",1243,-,10673,-,-
"합계","공공행정, 국방 및 사회보장행정",214,-,11831,-,-
"합계","교육 서비스업",2567,-,19335,-,-
"합계","보건업 및 사회복지 서비스업",1821,-,20733,-,-
"합계","예술, 스포츠 및 여가 관련 서비스업",1572,-,10769,-,-
"합계","협회 및 단체, 수리 및 기타개인서비스업",5424,-,13346,-,-
"제주시","합계",43021,17969,196235,105955,91303
"제주시","농업, 임업 및 어업",209,-,1382,-,-
"제주시","광업",11,-,169,-,-
"제주시","제조업",1736,-,8756,-,-
"제주시","전기, 가스, 증기 및 수도사업",23,-,821,-,-
"제주시","하수폐기물 처리, 원료재생 및 환경복원업",72,-,671,-,-
"제주시","건설업",2110,-,19017,-,-
"제주시","도매 및 소매업",10361,-,31431,-,-
"제주시","운수업",4612,-,11978,-,-
"제주시","숙박 및 음식점업",10604,-,33786,-,-
"제주시","출판, 영상,방송통신 및 정보서비스업",306,-,4376,-,-
"제주시","금융 및 보험업",499,-,6511,-,-
"제주시","부동산 및 임대업",1715,-,4923,-,-
"제주시","전문, 과학 및 기술서비스업",946,-,5532,-,-
"제주시","사업 시설관리 및 사업 지원 서비스",1042,-,9530,-,-
"제주시","공공행정, 국방 및 사회보장행정",139,-,9032,-,-
"제주시","교육 서비스업",2036,-,14662,-,-
"제주시","보건업 및 사회복지 서비스업",1379,-,16246,-,-
"제주시","예술, 스포츠 및 여가 관련 서비스업",1151,-,6815,-,-
"제주시","협회 및 단체, 수리 및 기타개인서비스업",4070,-,10597,-,-
"서귀포시","합계",14770,6788,61953,31774,30344
"서귀포시","농업, 임업 및 어업",177,-,1684,-,-
"서귀포시","광업",4,-,41,-,-
"서귀포시","제조업",472,-,2315,-,-
"서귀포시","전기, 가스, 증기 및 수도사업",12,-,317,-,-
"서귀포시","하수폐기물 처리, 원료재생 및 환경복원업",28,-,282,-,-
"서귀포시","건설업",434,-,3361,-,-
"서귀포시","도매 및 소매업",3753,-,10296,-,-
"서귀포시","운수업",1149,-,2289,-,-
"서귀포시","숙박 및 음식점업",4967,-,16915,-,-
"서귀포시","출판, 영상,방송통신 및 정보서비스업",34,-,256,-,-
"서귀포시","금융 및 보험업",165,-,2122,-,-
"서귀포시","부동산 및 임대업",410,-,1126,-,-
"서귀포시","전문, 과학 및 기술서비스업",141,-,1144,-,-
"서귀포시","사업 시설관리 및 사업 지원 서비스",201,-,1143,-,-
"서귀포시","공공행정, 국방 및 사회보장행정",75,-,2799,-,-
"서귀포시","교육 서비스업",531,-,4673,-,-
"서귀포시","보건업 및 사회복지 서비스업",442,-,4487,-,-
"서귀포시","예술, 스포츠 및 여가 관련 서비스업",421,-,3954,-,-
"서귀포시","협회 및 단체, 수리 및 기타개인서비스업",1354,-,2749,-,-
